evidence_ID,neurite_ID,type_ID,original_id,fragment_id,Article_id,priority,conflict_note,unvetted,linking_quote,interpretation_notes,property_type_explanation,pc_flag,soma_pcl_flag,ax_de_pcl_flag,perisomatic_targeting_flag,supplemental_pmids
1,0,1000,0,1,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
2,0,1000,0,2,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
3,0,1000,0,3,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
4,0,1001,0,4,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
5,0,1001,0,5,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
6,0,1002,0,6,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
7,0,1002,0,7,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
8,0,1002,0,8,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
9,0,1004,0,9,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
10,0,1005,0,10,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
11,0,1005,0,11,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
12,0,1005,0,12,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
13,0,1006,0,13,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
14,0,1006,0,14,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
15,0,1007,0,15,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
16,0,1008,0,16,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
17,0,1008,0,17,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
18,0,1008,0,18,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
19,0,1009,0,19,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
20,0,1009,0,20,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
21,0,1009,0,21,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
22,0,1010,0,22,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
23,0,1013,0,23,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
24,0,1013,0,24,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
25,0,1026,0,25,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
26,0,1026,0,26,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
27,0,1027,0,27,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
28,0,1027,0,28,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
29,0,1027,0,29,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
30,0,1035,0,30,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
31,0,1035,0,31,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
32,0,1036,0,32,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
33,0,1040,0,33,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
34,0,1041,0,34,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
35,0,1043,0,35,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
36,0,2000,0,36,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
37,0,2000,0,37,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
38,0,2001,0,38,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
39,0,2001,0,39,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
40,0,2004,0,40,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
41,0,2005,0,41,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
42,0,2008,0,42,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
43,0,2009,0,43,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
44,0,2013,0,44,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
45,0,2013,0,45,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
46,0,2013,0,46,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
47,0,2014,0,47,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
48,0,2014,0,48,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
49,0,2014,0,49,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
50,0,2019,0,50,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
51,0,2019,0,51,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
52,0,2020,0,52,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
53,0,2020,0,53,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
54,0,2021,0,54,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
55,0,2021,0,55,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
56,0,2022,0,56,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
57,0,2023,0,57,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
58,0,2023,0,58,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
59,0,2028,0,59,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
60,0,2035,0,60,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
61,0,2036,0,61,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
62,0,2036,0,62,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
63,0,2043,0,63,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
64,0,2044,0,64,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
65,0,2045,0,65,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
66,0,2046,0,66,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
67,0,2046,0,67,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
68,0,2047,0,68,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
69,0,2047,0,69,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
70,0,2049,0,70,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
71,0,3000,0,71,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
72,0,3000,0,72,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
73,0,3000,0,73,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
74,0,3003,0,74,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
75,0,3003,0,75,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
76,0,3006,0,76,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
77,0,3007,0,77,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
78,0,3008,0,78,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
79,0,4000,0,79,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
80,0,4000,0,80,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
81,0,4000,0,81,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
82,0,4000,0,82,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
83,0,4000,0,83,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
84,0,4003,0,84,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
85,0,4004,0,85,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
86,0,4004,0,86,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
87,0,4005,0,87,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
88,0,4006,0,88,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
89,0,4011,0,89,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
90,0,4011,0,90,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
91,0,4012,0,91,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
92,0,4012,0,92,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
93,0,4013,0,93,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
94,0,4015,0,94,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
95,0,4015,0,95,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
96,0,4015,0,96,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
97,0,4015,0,97,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
98,0,4020,0,98,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
99,0,4020,0,99,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
100,0,4021,0,100,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
101,0,4021,0,101,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
102,0,4022,0,102,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
103,0,4022,0,103,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
104,0,4022,0,104,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
105,0,4023,0,105,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
106,0,4028,0,106,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
107,0,4028,0,107,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
108,0,4031,0,108,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
109,0,4031,0,109,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
110,0,4033,0,110,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
111,0,4033,0,111,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
112,0,4035,0,112,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
113,0,4036,0,113,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
114,0,4036,0,114,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
115,0,4036,0,115,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
116,0,4038,0,116,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
117,0,4038,0,117,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
118,0,4039,0,118,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
119,0,4039,0,119,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
120,0,4041,0,120,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
121,0,4054,0,121,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
122,0,4054,0,122,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
123,0,4054,0,123,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
124,0,4054,0,124,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
125,0,4055,0,125,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
126,0,4055,0,126,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
127,0,4055,0,127,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
128,0,4056,0,128,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
129,0,4061,0,129,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
130,0,4066,0,130,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
131,0,4066,0,131,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
132,0,4068,0,132,0,0,NULL,1,NULL,NULL,NULL,1,1,0,0,NULL
