"evidence_ID","neurite_ID","type_ID","original_id","fragment_id","Article_id","priority","conflict_note","unvetted","linking_quote","interpretation_notes","property_type_explanation","pc_flag","soma_pcl_flag","ax_de_pcl_flag","perisomatic_targeting_flag","supplemental_pmids"
185,0,3000,0,185,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
186,0,3000,0,186,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
187,0,4000,0,187,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
188,0,4000,0,188,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
189,0,4000,0,189,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
190,0,4000,0,190,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
191,0,4000,0,191,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
192,0,4000,0,192,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
193,0,4000,0,193,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
194,0,4000,0,194,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
195,0,4000,0,195,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
196,0,4000,0,196,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
197,0,4000,0,197,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
198,0,4000,0,198,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
199,0,4000,0,199,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
200,0,4000,0,200,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
201,0,4000,0,201,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
202,0,4000,0,202,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
